採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L,
保力溪流域,保力溪,屏東縣,龍潭橋(原為龍鑾潭),－,2014/4/3 上午 11:40:00,1219,1.5,27,27.5,8,540,--,10.4,131.1,1.4,10.4,25,58000,0.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,龍潭橋(原為龍鑾潭),－,2014/3/5 下午 12:04:00,1219,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
保力溪流域,保力溪,屏東縣,龍潭橋(原為龍鑾潭),－,2014/2/13 上午 09:36:00,1219,2.3,20.5,20.5,8,767,--,9.4,103.5,1.1,10.8,56.2,2100,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,龍潭橋(原為龍鑾潭),－,2014/1/3 上午 11:05:00,1219,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/12/5 上午 10:00:00,1220,1.5,20.2,19.8,8.1,35000,--,7,89.5,<1.0,6.3,33.6,5500,0.24,12500,0.123,--,0.76,--,<0.001,<0.003,<0.002,0.0036,<0.0003,0.009,0.022,0.127,<0.001,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/11/5 上午 11:30:00,1220,2,29,26,8,43200,--,6.1,89.3,<1.0,5.6,32,110,0.02,16200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/10/6 上午 11:40:00,1220,2.3,29.2,27.6,8,30800,--,6.9,98.6,<1.0,6.4,50.3,2100,0.1,11200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/9/1 下午 02:40:00,1220,2,35,33.7,8.1,20900,--,8.6,130.2,4.6,11.4,25.1,410,0.03,6920,0.1,--,0.55,--,<0.001,<0.003,<0.002,0.0023,<0.0003,0.004,0.028,0.139,<0.001,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/8/1 下午 04:10:00,1220,2,30.6,30.4,8.2,12400,--,7.9,111,3.6,15.7,46.4,9800,0.3,4220,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/7/2 下午 04:10:00,1220,2,35,31.8,8,11400,--,4.9,77.8,2,15.4,44.2,6100,0.13,3640,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/6/11 下午 12:50:00,1220,2,31,29.4,7.7,12500,--,5,73.8,1.3,18.1,41.4,8400,0.22,3750,0.207,--,0.4,--,<0.001,<0.003,<0.002,0.0056,<0.0003,0.003,0.015,0.179,<0.001,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/5/2 下午 03:20:00,1220,1.5,27.3,26.5,7.9,43700,--,6.6,97.9,1.2,7.5,28.5,120,0.28,16500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/4/3 下午 03:30:00,1220,2,27.1,25.5,7.9,34600,--,6,83.5,2.4,13.3,39.1,2400,0.47,13000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/3/5 下午 03:40:00,1220,2.3,22.2,24.3,8.1,39700,--,6.5,92.2,1.3,8.5,65.5,450,0.25,14100,0.123,8.4,0.44,0.08,<0.001,<0.003,<0.002,0.0034,<0.0003,0.004,0.009,0.106,<0.001,<0.001,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/2/13 上午 10:30:00,1220,2,21.3,22.5,7.8,34500,--,5.3,70.9,1,5.4,36.9,6500,0.5,12600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保力溪流域,保力溪,屏東縣,臨海橋,－,2014/1/3 下午 12:20:00,1220,2,29.6,24.7,7.9,26500,--,6.1,85.4,<1.0,8.9,38.5,5000,0.32,9450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/12/5 下午 02:30:00,1217,1,19.7,20.3,8.3,304,--,10.6,118.3,<1.0,<4.0,4.5,170,<0.01,--,0.022,--,0.27,--,<0.001,0.005,<0.002,<0.0003,<0.0003,<0.001,0.004,<0.005,<0.001,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/11/5 下午 02:00:00,1217,1,26.2,26.5,8.5,289,--,9.2,115.7,<1.0,<4.0,2.5,220,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/10/6 下午 02:10:00,1217,1,29.2,27.6,8.5,310,--,9.4,119.8,<1.0,4,8.6,1300,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/9/1 上午 11:20:00,1217,1,32.5,30.8,8.4,372,--,9.6,130.2,1.3,<4.0,3.1,810,<0.01,--,0.051,--,0.34,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.008,0.006,<0.001,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/8/1 上午 10:35:00,1217,1,30.5,27.7,8.2,338,--,8,101.5,1.2,5.3,17.4,24000,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/7/2 上午 10:40:00,1217,1,32.1,29,8.3,359,--,8.5,111.6,<1.0,8.4,14.3,1600,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/6/11 下午 02:10:00,1217,1.5,30.5,28,8.3,333,--,8.2,104.6,<1.0,<4.0,28.3,2400,0.02,--,0.054,--,0.08,--,<0.001,<0.003,<0.002,0.0009,<0.0003,<0.001,0.006,0.112,<0.001,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/5/2 上午 09:34:00,1217,1.5,27.5,22.8,8.4,306,--,9,105.4,<1.0,4,25.3,950,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/4/3 上午 09:40:00,1217,1,26.1,22.1,8.4,308,--,9.9,113.9,1.9,4.9,3.6,800,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/3/5 上午 10:40:00,1217,1,20.5,20.1,8.3,296,--,9.1,101,<1.0,<4.0,1.9,500,0.04,--,0.019,1.81,0.21,0.004,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.004,0.007,<0.001,<0.001,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/2/13 下午 01:40:00,1217,1,26.2,21.9,8.5,280,--,10,114.7,<1.0,<4.0,3,100,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,石門村過四重溪水泥橋(原為石門),乙,2014/1/3 上午 09:50:00,1217,1,30.5,21.7,8.3,288,--,9.5,108.4,<1.0,<4.0,2.6,360,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/12/5 下午 03:30:00,1218,1,19,20.4,8.4,397,--,9.6,106.7,<1.0,<4.0,4.1,3100,0.02,--,0.023,--,0.45,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.005,0.007,<0.001,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/11/5 下午 03:00:00,1218,1,25.2,25.6,8.4,373,--,9.1,111.2,<1.0,<4.0,2.2,2300,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/10/6 下午 03:10:00,1218,1,29,27.4,8.4,369,--,8.9,112.4,<1.0,<4.0,3.2,350,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/9/1 下午 12:20:00,1218,1,32.8,32,8.3,402,--,10.3,141.8,1.5,<4.0,2.4,150,<0.01,--,0.024,--,0.4,--,<0.001,0.003,<0.002,<0.0003,<0.0003,<0.001,0.009,0.01,<0.001,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/8/1 上午 11:20:00,1218,1,29.2,28.2,8.3,372,--,8.5,109.1,<1.0,<4.0,9.2,880,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/7/2 上午 11:30:00,1218,1,32.4,31.1,8.4,389,--,8.9,121.2,<1.0,<4.0,6.9,35,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/6/11 下午 03:00:00,1218,1,29.6,31.3,8.2,399,--,8.2,111.3,<1.0,<4.0,9.8,250,0.01,--,0.055,--,0.32,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.016,0.018,<0.001,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/5/2 上午 10:20:00,1218,1,27.6,26.2,8.5,393,--,10.5,129.7,<1.0,4.1,6.3,550,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/4/3 上午 10:30:00,1218,1,27.4,24.9,8.5,388,--,10,120.2,1.2,4.9,6.4,1100,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/3/5 上午 11:20:00,1218,1,21.5,23.2,8.5,384,--,10.8,125.7,<1.0,<4.0,3.4,100,0.02,--,0.026,1.85,0.69,0.012,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.005,0.006,<0.001,<0.001,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/2/13 下午 02:30:00,1218,1,26.1,23.9,8.4,390,--,9.8,116.5,1.1,<4.0,7.7,150,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
四重溪流域,四重溪,屏東縣,懷恩橋(原為二重溪),乙,2014/1/3 上午 10:20:00,1218,1,30.6,24.8,8.4,356,--,9.9,119.6,1.3,<4.0,6.8,1700,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/12/4 下午 12:20:00,1215,1,19.8,21.7,8.6,302,--,9.5,109.5,<1.0,<4.0,6.3,240,<0.01,--,0.038,--,0.19,--,<0.001,0.006,<0.002,<0.0003,<0.0003,<0.001,0.02,<0.005,<0.001,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/11/1 上午 11:25:00,1215,1,31.9,27.8,8.6,317,--,8.3,105.2,<1.0,<4.0,3,40,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/10/10 上午 10:05:00,1215,1,30.4,26.3,8.4,268,--,8.3,102.6,<1.0,<4.0,2,170,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/9/1 上午 11:50:00,1215,1,32.1,29.7,8.4,266,--,8.4,110.7,<1.0,<4.0,2.2,25,<0.01,--,0.034,--,0.21,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.005,<0.005,<0.001,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/8/4 上午 10:40:00,1215,1,32,28.4,8.3,272,--,8,104.1,<1.0,<4.0,1.2,170,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/7/1 上午 11:40:00,1215,1,31.9,30.6,8.5,277,--,8.4,113.1,<1.0,<4.0,<1.0,130,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/6/12 上午 09:20:00,1215,1,30.1,27.8,8.3,281,--,8.4,109.1,<1.0,<4.0,2,85,<0.01,--,0.021,--,0.08,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.006,<0.005,<0.001,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/5/9 上午 10:43:00,1215,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/4/2 上午 10:22:00,1215,1,23.1,24.5,8.6,272,--,9.3,112.2,<1.0,5.6,1.3,110,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/3/4 上午 10:30:00,1215,1,24.3,22.1,8.7,292,--,8.9,102.4,<1.0,<4.0,<1.0,85,<0.01,--,0.024,1.17,0.08,0.001,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.007,<0.005,<0.001,<0.001,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/2/11 下午 01:30:00,1215,2.3,16.3,18.3,8.5,286,--,9.4,99.4,<1.0,<4.0,76.5,300,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,巴士墨段橋(取代伊屯吊橋),－,2014/1/6 上午 11:40:00,1215,1,21.6,20.3,8.6,285,--,10,111.2,<1.0,<4.0,<1.0,40,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/12/4 下午 01:25:00,1216,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,橋樑施工無法採樣
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/11/1 下午 12:10:00,1216,1,33,30.2,8.5,345,--,8.9,118,<1.0,<4.0,4.5,350,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/10/10 上午 10:40:00,1216,1,30.6,28.3,8.4,322,--,8.4,108.6,<1.0,<4.0,11,1200,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/9/1 下午 01:00:00,1216,1,32.5,31.8,8.3,319,--,8.4,113.9,1.7,4.1,2.3,30,0.02,--,0.029,--,0.31,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.005,<0.005,<0.001,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/8/4 上午 11:50:00,1216,1,32.4,30.5,8.3,331,--,8.2,109.7,<1.0,<4.0,2.8,120,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/7/1 下午 12:50:00,1216,1,32.4,33.6,8.7,321,--,8.5,119.9,<1.0,4.3,3.3,200,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/6/12 上午 10:33:00,1216,1,28.2,27.1,8.7,333,--,9.5,120.6,<1.0,<4.0,4.2,4200,<0.01,--,0.012,--,0.02,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.004,<0.005,<0.001,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/5/9 上午 11:00:00,1216,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/4/2 上午 11:24:00,1216,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/3/4 上午 11:33:00,1216,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/2/11 下午 02:20:00,1216,1,16.1,19.9,8.9,312,--,12.7,139.4,1.1,<4.0,2.4,30,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
楓港溪流域,楓港溪,屏東縣,楓港溪橋,－,2014/1/6 下午 12:40:00,1216,1,21.6,21.9,9.1,277,--,12.8,145.6,<1.0,4,1.5,150,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/12/4 下午 02:00:00,1214,1.5,21.6,23.8,8.4,353,--,8.6,101.8,<1.0,<4.0,28.2,1200,0.01,--,0.064,--,0.54,--,<0.001,<0.003,<0.002,0.0003,<0.0003,<0.001,0.022,0.02,<0.001,--,--,--,--,--,
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/11/1 下午 12:32:00,1214,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,橋樑施工無法採樣
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/10/10 上午 11:29:00,1214,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,橋樑施工無法採樣
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/9/1 下午 02:00:00,1214,1,33.6,32.2,8.6,311,--,8.6,117.4,1.2,<4.0,1.5,30,<0.01,--,0.027,--,0.45,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.003,<0.005,<0.001,--,--,--,--,--,
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/8/4 下午 12:55:00,1214,1,32,29.9,8.1,322,--,7.5,99.4,<1.0,<4.0,8.9,170,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/7/1 下午 01:50:00,1214,1,33.3,32.6,8.7,351,--,10.2,140.6,<1.0,5.2,3,45,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/6/12 上午 11:42:00,1214,2.3,28.2,26.6,8.1,397,--,7.8,98.9,<1.0,<4.0,87.4,8100,<0.01,--,0.12,--,1.73,--,<0.001,0.007,<0.002,0.0009,<0.0003,0.001,0.014,0.059,<0.001,--,--,--,--,--,
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/5/9 上午 11:27:00,1214,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/4/2 上午 11:41:00,1214,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/3/4 上午 11:52:00,1214,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/2/11 下午 12:10:00,1214,1,15,20.8,8.7,357,--,10.9,121.5,<1.0,<4.0,2.5,350,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
枋山溪流域,枋山溪,屏東縣,枋山大橋(原為枋山橋),－,2014/1/6 下午 01:40:00,1214,1,21.7,23.5,8.6,345,--,9.8,114.6,<1.0,<4.0,4.9,40,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/12/4 下午 02:32:00,1213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/11/1 下午 01:35:00,1213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/10/10 下午 12:20:00,1213,1,32.2,29,8.4,327,--,7.2,93.9,<1.0,<4.0,6.3,80,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/9/1 下午 03:00:00,1213,1,33.3,32,8.6,289,--,7.6,103.7,<1.0,4.6,1.5,460,<0.01,--,0.017,--,0.45,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.006,<0.005,<0.001,--,--,--,--,--,
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/8/4 下午 02:00:00,1213,3.3,32.1,30.2,8.4,304,--,7.5,99.8,<1.0,5.4,244,600,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/7/1 下午 02:50:00,1213,1,34.2,35.5,8.5,310,--,7,102.2,1.5,4.3,3.2,75,<0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/6/12 下午 12:38:00,1213,1,32,30.2,8.3,374,--,7.3,97.8,<1.0,<4.0,8.5,1200,<0.01,--,0.013,--,0.62,--,<0.001,<0.003,<0.002,<0.0003,<0.0003,<0.001,0.006,0.005,<0.001,--,--,--,--,--,
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/5/9 上午 11:55:00,1213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/4/2 下午 12:06:00,1213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/3/4 下午 01:33:00,1213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/2/11 上午 11:38:00,1213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
率芒溪流域,率芒溪,屏東縣,枋寮大橋,－,2014/1/6 下午 02:31:00,1213,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,無水可採
林邊溪流域,林邊溪,屏東縣,新埤大橋,乙,2014/12/4 下午 03:05:00,1211,3.3,21.8,23.7,8,463,--,7.6,89.4,1.1,9.8,246,5800,0.27,--,0.223,--,0.31,--,<0.001,0.016,<0.002,0.0038,<0.0003,0.008,0.053,0.324,<0.001,--,--,--,--,--,
林邊溪流域,林邊溪,屏東縣,新埤大橋,乙,2014/11/1 下午 02:20:00,1211,1.5,32.4,29.8,8.1,448,--,7.4,97.4,<1.0,4.1,24.5,20000,0.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
林邊溪流域,林邊溪,屏東縣,新埤大橋,乙,2014/10/10 下午 01:10:00,1211,3.3,33.6,30.2,8.2,369,--,6.9,91.3,<1.0,11.6,550,450,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
林邊溪流域,林邊溪,屏東縣,新埤大橋,乙,2014/9/1 下午 04:00:00,1211,3.3,32.1,31.1,8.1,412,--,6.9,92.6,<1.0,8.6,182,1700,0.23,--,0.19,--,1.19,--,<0.001,0.009,<0.002,0.0033,<0.0003,0.006,0.03,0.264,<0.001,--,--,--,--,--,
林邊溪流域,林邊溪,屏東縣,新埤大橋,乙,2014/8/4 下午 03:00:00,1211,3.3,32.4,30.7,8.2,380,--,7.2,96.9,<1.0,15.5,671,2000,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
